"ML_Model","Disease","LLM_1","LLM_2","n_seeds","mean_1","mean_2","df","p_value","q_value"
"GLMNETLasso","TB","Claude Opus4 Long","Gemini Advanced 2.0 Flash Short",100,0.887051282051282,0.820357142857143,99,2.24676673347892e-20,1.44662103358431e-19
"GLMNETLasso","TB","Claude Opus4 Long","Random",100,0.887051282051282,0.676739926739927,99,9.99831060321023e-54,5.24911306668537e-52
"GLMNETLasso","TB","Claude Opus4 Short","DESeq",100,0.90709706959707,0.906346153846154,99,0.786425743682705,0.840619530248154
"GLMNETLasso","TB","Claude Opus4 Short","GPT 4o Long",100,0.90709706959707,0.849267399267399,99,8.65397608336438e-14,3.93755911793079e-13
"GLMNETLasso","TB","Claude Opus4 Short","GPT 4o Short",99,0.906565656565657,0.734242609242609,98,1.34817251107843e-26,1.43769959189223e-25
"GLMNETLasso","TB","Claude Opus4 Short","GPT o3 Long",100,0.90709706959707,0.910137362637363,99,0.338440073516928,0.423826330596887
"GLMNETLasso","TB","Claude Opus4 Short","GPT o3 Short",100,0.90709706959707,0.906318681318681,99,0.79134826659067,0.842319915421547
"GLMNETLasso","TB","Claude Opus4 Short","Gemini 2.5 Pro Long",100,0.90709706959707,0.901245421245421,99,0.183807097429093,0.256278537273454
"GLMNETLasso","TB","Claude Opus4 Short","Gemini 2.5 Pro Short",97,0.908085042105661,0.871539972055436,96,9.27425795556071e-08,2.90352341957348e-07
"GLMNETLasso","TB","Claude Opus4 Short","Gemini Advanced 2.0 Flash Long",99,0.907222407222407,0.857790357790358,98,3.00563033212995e-21,2.09320683844765e-20
"GLMNETLasso","TB","Claude Opus4 Short","Gemini Advanced 2.0 Flash Short",100,0.90709706959707,0.820357142857143,99,2.30654219699565e-29,3.11725752366244e-28
"GLMNETLasso","TB","Claude Opus4 Short","Random",100,0.90709706959707,0.676739926739927,99,1.72287063155273e-58,1.56781227471299e-56
"GLMNETLasso","TB","DESeq","GPT 4o Long",100,0.906346153846154,0.849267399267399,99,7.64492055513105e-15,3.80850969261091e-14
"GLMNETLasso","TB","DESeq","GPT 4o Short",99,0.906158656158656,0.734242609242609,98,4.58267181528124e-27,5.08564799012918e-26
"GLMNETLasso","TB","DESeq","GPT o3 Long",100,0.906346153846154,0.910137362637363,99,0.145001575986956,0.207688511250991
"GLMNETLasso","TB","DESeq","GPT o3 Short",100,0.906346153846154,0.906318681318681,99,0.991446301758192,0.994997105578306
"GLMNETLasso","TB","DESeq","Gemini 2.5 Pro Long",100,0.906346153846154,0.901245421245421,99,0.229434662937099,0.305539819423551
"GLMNETLasso","TB","DESeq","Gemini 2.5 Pro Short",97,0.906876628526113,0.871539972055436,96,3.99535453766779e-07,1.19288819176001e-06
"GLMNETLasso","TB","DESeq","Gemini Advanced 2.0 Flash Long",99,0.905936655936656,0.857790357790358,98,8.71510492134723e-24,7.12342408241854e-23
"GLMNETLasso","TB","DESeq","Gemini Advanced 2.0 Flash Short",100,0.906346153846154,0.820357142857143,99,6.13085590951078e-30,8.99851431879808e-29
"GLMNETLasso","TB","DESeq","Random",100,0.906346153846154,0.676739926739927,99,1.87555609496636e-61,3.65733438518441e-59
"GLMNETLasso","TB","GPT 4o Long","GPT 4o Short",99,0.848161098161098,0.734242609242609,98,4.63773794438506e-14,2.15323547417878e-13
"GLMNETLasso","TB","GPT 4o Long","GPT o3 Long",100,0.849267399267399,0.910137362637363,99,5.30888827410897e-15,2.65444413705449e-14
"GLMNETLasso","TB","GPT 4o Long","GPT o3 Short",100,0.849267399267399,0.906318681318681,99,1.56275468080282e-13,6.9484043625272e-13
"GLMNETLasso","TB","GPT 4o Long","Gemini 2.5 Pro Long",100,0.849267399267399,0.901245421245421,99,5.63327291660324e-11,2.09520913655679e-10
"GLMNETLasso","TB","GPT 4o Long","Gemini 2.5 Pro Short",97,0.848693402817114,0.871539972055436,96,0.00889807442831714,0.0165700840309044
"GLMNETLasso","TB","GPT 4o Long","Gemini Advanced 2.0 Flash Long",99,0.849049099049099,0.857790357790358,98,0.193773961532872,0.266903589800575
"GLMNETLasso","TB","GPT 4o Long","Gemini Advanced 2.0 Flash Short",100,0.849267399267399,0.820357142857143,99,0.000139121626765007,0.000330838014868004
"GLMNETLasso","TB","GPT 4o Long","Random",100,0.849267399267399,0.676739926739927,99,4.37394395294548e-40,1.08553336286738e-38
"GLMNETLasso","TB","GPT 4o Short","GPT o3 Long",99,0.734242609242609,0.90987715987716,98,2.25657635310599e-28,2.77497902881953e-27
"GLMNETLasso","TB","GPT 4o Short","GPT o3 Short",99,0.734242609242609,0.905779405779406,98,1.17839697041881e-27,1.43617130769792e-26
"GLMNETLasso","TB","GPT 4o Short","Gemini 2.5 Pro Long",99,0.734242609242609,0.900488400488401,98,2.08618810165662e-26,2.17377615172618e-25
"GLMNETLasso","TB","GPT 4o Short","Gemini 2.5 Pro Short",96,0.736010950854701,0.870802808302808,95,1.20322562047247e-16,6.56961188777967e-16
"GLMNETLasso","TB","GPT 4o Short","Gemini Advanced 2.0 Flash Long",98,0.735352657546535,0.857329745084847,97,3.8525872702882e-18,2.32689452386876e-17
"GLMNETLasso","TB","GPT 4o Short","Gemini Advanced 2.0 Flash Short",99,0.734242609242609,0.81994856994857,98,4.19570942490989e-11,1.58646630609474e-10
"GLMNETLasso","TB","GPT 4o Short","Random",99,0.734242609242609,0.676813926813927,98,2.42391130071134e-05,6.12710912124256e-05
"GLMNETLasso","TB","GPT o3 Long","GPT o3 Short",100,0.910137362637363,0.906318681318681,99,0.18895683492309,0.261853887989866
"GLMNETLasso","TB","GPT o3 Long","Gemini 2.5 Pro Long",100,0.910137362637363,0.901245421245421,99,0.0211442835097543,0.036487922870815
"GLMNETLasso","TB","GPT o3 Long","Gemini 2.5 Pro Short",97,0.910209206600959,0.871539972055436,96,4.25434590114535e-09,1.42682608232516e-08
"GLMNETLasso","TB","GPT o3 Long","Gemini Advanced 2.0 Flash Long",99,0.90998815998816,0.857790357790358,98,1.15698191677568e-22,8.67736437581761e-22
"GLMNETLasso","TB","GPT o3 Long","Gemini Advanced 2.0 Flash Short",100,0.910137362637363,0.820357142857143,99,4.93810030702008e-33,9.36181516539224e-32
"GLMNETLasso","TB","GPT o3 Long","Random",100,0.910137362637363,0.676739926739927,99,9.43113985567227e-59,9.90269684845589e-57
"GLMNETLasso","TB","GPT o3 Short","Gemini 2.5 Pro Long",100,0.906318681318681,0.901245421245421,99,0.237549985582049,0.314506042986903
"GLMNETLasso","TB","GPT o3 Short","Gemini 2.5 Pro Short",97,0.907414750198255,0.871539972055436,96,6.91839752428391e-08,2.17094543003392e-07
"GLMNETLasso","TB","GPT o3 Short","Gemini Advanced 2.0 Flash Long",99,0.905992155992156,0.857790357790358,98,1.56022407592483e-20,1.01899802087914e-19
"GLMNETLasso","TB","GPT o3 Short","Gemini Advanced 2.0 Flash Short",100,0.906318681318681,0.820357142857143,99,2.46424847088446e-30,3.73744351417476e-29
"GLMNETLasso","TB","GPT o3 Short","Random",100,0.906318681318681,0.676739926739927,99,9.20960788216016e-60,1.04759289659572e-57
"GLMNETLasso","TB","Gemini 2.5 Pro Long","Gemini 2.5 Pro Short",97,0.902297873947358,0.871539972055436,96,4.30619436093151e-06,1.15936002025079e-05
"GLMNETLasso","TB","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Long",99,0.900941650941651,0.857790357790358,98,3.51520400649087e-12,1.39484112466862e-11
"GLMNETLasso","TB","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Short",100,0.901245421245421,0.820357142857143,99,1.65526488538438e-26,1.75150121592998e-25
"GLMNETLasso","TB","Gemini 2.5 Pro Long","Random",100,0.901245421245421,0.676739926739927,99,1.50947290125562e-53,7.63122411190341e-52
"GLMNETLasso","TB","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Long",96,0.872166895604396,0.85906974969475,95,0.0746579835116795,0.115542117339504
"GLMNETLasso","TB","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Short",97,0.871539972055436,0.820371209546467,96,7.64596348359461e-11,2.80557531051254e-10
"GLMNETLasso","TB","Gemini 2.5 Pro Short","Random",97,0.871539972055436,0.676173482874514,96,1.21682426492462e-42,3.32193024324421e-41
"GLMNETLasso","TB","Gemini Advanced 2.0 Flash Long","Gemini Advanced 2.0 Flash Short",99,0.857790357790358,0.820623820623821,98,1.26401939450921e-09,4.3460616461085e-09
"GLMNETLasso","TB","Gemini Advanced 2.0 Flash Long","Random",99,0.857790357790358,0.676323676323676,98,8.87902215892278e-47,3.36662923525822e-45
"GLMNETLasso","TB","Gemini Advanced 2.0 Flash Short","Random",100,0.820357142857143,0.676739926739927,99,2.4710929083139e-37,5.35403463468011e-36
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","Claude 3.7 Sonnet Short",100,0.89797619047619,0.880833333333333,99,0.0332179784463927,0.0550942169858154
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","Claude Opus4 Long",100,0.89797619047619,0.870228937728938,99,2.51851205400066e-08,8.1271133657468e-08
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","Claude Opus4 Short",100,0.89797619047619,0.912087912087912,99,8.92805773561704e-05,0.000216846953898884
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","DESeq",100,0.89797619047619,0.887234432234432,99,0.00284716102456086,0.00569015343854402
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","GPT 4o Long",100,0.89797619047619,0.836932234432234,99,1.51274280561948e-14,7.19475236819021e-14
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","GPT 4o Short",100,0.89797619047619,0.727348901098901,99,7.67143650552871e-29,9.97286745718733e-28
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","GPT o3 Long",100,0.89797619047619,0.90459706959707,99,0.0781454141618242,0.120802367305651
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","GPT o3 Short",100,0.89797619047619,0.916043956043956,99,2.11414682549525e-06,5.8774142908371e-06
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Long",100,0.89797619047619,0.896272893772894,99,0.696210467269927,0.770119358041693
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Short",97,0.898389411276009,0.872106415920849,96,2.589035354168e-05,6.5203565653862e-05
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Long",100,0.89797619047619,0.835732600732601,99,1.43505458330627e-18,8.82364642438316e-18
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Short",100,0.89797619047619,0.813983516483517,99,1.34490731578262e-31,2.29474810755409e-30
"GLMNETRidge","TB","Claude 3.7 Sonnet Long","Random",100,0.89797619047619,0.661895604395604,99,1.86508405975953e-61,3.65733438518441e-59
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","Claude Opus4 Long",100,0.880833333333333,0.870228937728938,99,0.194180395996787,0.267193790862514
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","Claude Opus4 Short",100,0.880833333333333,0.912087912087912,99,6.09210510397561e-05,0.000150374746237373
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","DESeq",100,0.880833333333333,0.887234432234432,99,0.393722676065971,0.478994164732665
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","GPT 4o Long",100,0.880833333333333,0.836932234432234,99,1.29306344327904e-05,3.34920607225027e-05
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","GPT 4o Short",100,0.880833333333333,0.727348901098901,99,7.26342763521483e-21,4.78965155655471e-20
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","GPT o3 Long",100,0.880833333333333,0.90459706959707,99,0.00277866407970405,0.0055695689703319
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","GPT o3 Short",100,0.880833333333333,0.916043956043956,99,6.14776213248287e-06,1.62945540016294e-05
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Long",100,0.880833333333333,0.896272893772894,99,0.0539552912045659,0.0861391491160614
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Short",97,0.881820928212681,0.872106415920849,96,0.314745443837596,0.398957251625908
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Long",100,0.880833333333333,0.835732600732601,99,5.02504381357641e-06,1.34230622417452e-05
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Short",100,0.880833333333333,0.813983516483517,99,1.92251768558434e-11,7.39221588964118e-11
"GLMNETRidge","TB","Claude 3.7 Sonnet Short","Random",100,0.880833333333333,0.661895604395604,99,7.68541716038883e-43,2.18554050498557e-41
"GLMNETRidge","TB","Claude Opus4 Long","Claude Opus4 Short",100,0.870228937728938,0.912087912087912,99,3.56380667732074e-17,2.02691504772617e-16
"GLMNETRidge","TB","Claude Opus4 Long","DESeq",100,0.870228937728938,0.887234432234432,99,3.3351249728346e-05,8.353111170494e-05
"GLMNETRidge","TB","Claude Opus4 Long","GPT 4o Long",100,0.870228937728938,0.836932234432234,99,3.72927645996616e-07,1.12124721758895e-06
"GLMNETRidge","TB","Claude Opus4 Long","GPT 4o Short",100,0.870228937728938,0.727348901098901,99,2.15509710267564e-22,1.59875410062623e-21
"GLMNETRidge","TB","Claude Opus4 Long","GPT o3 Long",100,0.870228937728938,0.90459706959707,99,3.71887368142149e-14,1.75043537073805e-13
"GLMNETRidge","TB","Claude Opus4 Long","GPT o3 Short",100,0.870228937728938,0.916043956043956,99,5.37034701732421e-19,3.33205621756707e-18
"GLMNETRidge","TB","Claude Opus4 Long","Gemini 2.5 Pro Long",100,0.870228937728938,0.896272893772894,99,2.04743787969613e-08,6.62263674356687e-08
"GLMNETRidge","TB","Claude Opus4 Long","Gemini 2.5 Pro Short",97,0.870180506778445,0.872106415920849,96,0.78008544510486,0.835731710398009
"GLMNETRidge","TB","Claude Opus4 Long","Gemini Advanced 2.0 Flash Long",100,0.870228937728938,0.835732600732601,99,5.36177567813597e-08,1.70601953395235e-07
"GLMNETRidge","TB","Claude Opus4 Long","Gemini Advanced 2.0 Flash Short",100,0.870228937728938,0.813983516483517,99,4.03320513408665e-18,2.42525330750144e-17
"GLMNETRidge","TB","Claude Opus4 Long","Random",100,0.870228937728938,0.661895604395604,99,1.91641675738688e-57,1.53876992578417e-55
"GLMNETRidge","TB","Claude Opus4 Short","DESeq",100,0.912087912087912,0.887234432234432,99,5.95775451960458e-17,3.30582720295132e-16
"GLMNETRidge","TB","Claude Opus4 Short","GPT 4o Long",100,0.912087912087912,0.836932234432234,99,1.61749455095141e-21,1.13808250621066e-20
"GLMNETRidge","TB","Claude Opus4 Short","GPT 4o Short",100,0.912087912087912,0.727348901098901,99,3.07845405574943e-32,5.52906550802365e-31
"GLMNETRidge","TB","Claude Opus4 Short","GPT o3 Long",100,0.912087912087912,0.90459706959707,99,0.0213953432268621,0.0367816668824518
"GLMNETRidge","TB","Claude Opus4 Short","GPT o3 Short",100,0.912087912087912,0.916043956043956,99,0.119226255667931,0.176511755950896
"GLMNETRidge","TB","Claude Opus4 Short","Gemini 2.5 Pro Long",100,0.912087912087912,0.896272893772894,99,1.8283807263807e-05,4.67366983428774e-05
"GLMNETRidge","TB","Claude Opus4 Short","Gemini 2.5 Pro Short",97,0.912843170575129,0.872106415920849,96,7.97782092846976e-10,2.8066303008663e-09
"GLMNETRidge","TB","Claude Opus4 Short","Gemini Advanced 2.0 Flash Long",100,0.912087912087912,0.835732600732601,99,3.54713876118351e-27,3.96872492542253e-26
"GLMNETRidge","TB","Claude Opus4 Short","Gemini Advanced 2.0 Flash Short",100,0.912087912087912,0.813983516483517,99,4.74520306623944e-39,1.11675899748566e-37
"GLMNETRidge","TB","Claude Opus4 Short","Random",100,0.912087912087912,0.661895604395604,99,6.96566712033391e-65,4.75406780962789e-62
"GLMNETRidge","TB","DESeq","GPT 4o Long",100,0.887234432234432,0.836932234432234,99,4.87770801422349e-13,2.10033799350633e-12
"GLMNETRidge","TB","DESeq","GPT 4o Short",100,0.887234432234432,0.727348901098901,99,1.52275676366903e-27,1.80744607165933e-26
"GLMNETRidge","TB","DESeq","GPT o3 Long",100,0.887234432234432,0.90459706959707,99,3.2514339712013e-08,1.04183271612436e-07
"GLMNETRidge","TB","DESeq","GPT o3 Short",100,0.887234432234432,0.916043956043956,99,8.63132585075021e-20,5.4798882726856e-19
"GLMNETRidge","TB","DESeq","Gemini 2.5 Pro Long",100,0.887234432234432,0.896272893772894,99,0.0120460829101805,0.0218946779925384
"GLMNETRidge","TB","DESeq","Gemini 2.5 Pro Short",97,0.887787470261697,0.872106415920849,96,0.0124489132142206,0.022447511938456
"GLMNETRidge","TB","DESeq","Gemini Advanced 2.0 Flash Long",100,0.887234432234432,0.835732600732601,99,4.31845501674652e-17,2.40599636647306e-16
"GLMNETRidge","TB","DESeq","Gemini Advanced 2.0 Flash Short",100,0.887234432234432,0.813983516483517,99,3.49888759314541e-30,5.1912843093951e-29
"GLMNETRidge","TB","DESeq","Random",100,0.887234432234432,0.661895604395604,99,5.639911551444e-63,1.53969585354421e-60
"GLMNETRidge","TB","GPT 4o Long","GPT 4o Short",100,0.836932234432234,0.727348901098901,99,1.48504272751288e-14,7.08770392676601e-14
"GLMNETRidge","TB","GPT 4o Long","GPT o3 Long",100,0.836932234432234,0.90459706959707,99,6.59123694048971e-18,3.92883773963688e-17
"GLMNETRidge","TB","GPT 4o Long","GPT o3 Short",100,0.836932234432234,0.916043956043956,99,9.81813716553848e-25,8.81694554668423e-24
"GLMNETRidge","TB","GPT 4o Long","Gemini 2.5 Pro Long",100,0.836932234432234,0.896272893772894,99,1.58100507510981e-15,8.26847481810302e-15
"GLMNETRidge","TB","GPT 4o Long","Gemini 2.5 Pro Short",97,0.836363808013293,0.872106415920849,96,3.81976339357127e-05,9.53195069876561e-05
"GLMNETRidge","TB","GPT 4o Long","Gemini Advanced 2.0 Flash Long",100,0.836932234432234,0.835732600732601,99,0.86638169966838,0.901380350645837
"GLMNETRidge","TB","GPT 4o Long","Gemini Advanced 2.0 Flash Short",100,0.836932234432234,0.813983516483517,99,0.000913614770430083,0.00198264572597307
"GLMNETRidge","TB","GPT 4o Long","Random",100,0.836932234432234,0.661895604395604,99,1.37041294258142e-42,3.66786993455616e-41
"GLMNETRidge","TB","GPT 4o Short","GPT o3 Long",100,0.727348901098901,0.90459706959707,99,4.27508958624647e-31,6.78546195956562e-30
"GLMNETRidge","TB","GPT 4o Short","GPT o3 Short",100,0.727348901098901,0.916043956043956,99,4.18303597199411e-34,8.65127894207874e-33
"GLMNETRidge","TB","GPT 4o Short","Gemini 2.5 Pro Long",100,0.727348901098901,0.896272893772894,99,1.75134627345658e-28,2.17326151206203e-27
"GLMNETRidge","TB","GPT 4o Short","Gemini 2.5 Pro Short",97,0.729169026849439,0.872106415920849,96,3.46438483365776e-20,2.22013394269617e-19
"GLMNETRidge","TB","GPT 4o Short","Gemini Advanced 2.0 Flash Long",100,0.727348901098901,0.835732600732601,99,2.24160883102552e-16,1.21420478347216e-15
"GLMNETRidge","TB","GPT 4o Short","Gemini Advanced 2.0 Flash Short",100,0.727348901098901,0.813983516483517,99,1.52809874852021e-13,6.81651892722252e-13
"GLMNETRidge","TB","GPT 4o Short","Random",100,0.727348901098901,0.661895604395604,99,1.04002458299495e-07,3.24858937251283e-07
"GLMNETRidge","TB","GPT o3 Long","GPT o3 Short",100,0.90459706959707,0.916043956043956,99,0.000230410579553562,0.000533973584194588
"GLMNETRidge","TB","GPT o3 Long","Gemini 2.5 Pro Long",100,0.90459706959707,0.896272893772894,99,0.00865735258894637,0.016143833721191
"GLMNETRidge","TB","GPT o3 Long","Gemini 2.5 Pro Short",97,0.905215059854235,0.872106415920849,96,1.35212075554761e-07,4.19464734391475e-07
"GLMNETRidge","TB","GPT o3 Long","Gemini Advanced 2.0 Flash Long",100,0.90459706959707,0.835732600732601,99,7.06263737465186e-23,5.35583334244433e-22
"GLMNETRidge","TB","GPT o3 Long","Gemini Advanced 2.0 Flash Short",100,0.90459706959707,0.813983516483517,99,7.23054840692565e-38,1.59188686700863e-36
"GLMNETRidge","TB","GPT o3 Long","Random",100,0.90459706959707,0.661895604395604,99,3.57795515117012e-64,1.62796959378241e-61
"GLMNETRidge","TB","GPT o3 Short","Gemini 2.5 Pro Long",100,0.916043956043956,0.896272893772894,99,9.77336846143376e-07,2.79678154085054e-06
"GLMNETRidge","TB","GPT o3 Short","Gemini 2.5 Pro Short",97,0.917223669800989,0.872106415920849,96,4.71622900431624e-11,1.76858587661859e-10
"GLMNETRidge","TB","GPT o3 Short","Gemini Advanced 2.0 Flash Long",100,0.916043956043956,0.835732600732601,99,7.55883168348973e-30,1.08608476294352e-28
"GLMNETRidge","TB","GPT o3 Short","Gemini Advanced 2.0 Flash Short",100,0.916043956043956,0.813983516483517,99,1.78659772386433e-43,5.41934642905514e-42
"GLMNETRidge","TB","GPT o3 Short","Random",100,0.916043956043956,0.661895604395604,99,1.37167447328992e-69,1.87233565604074e-66
"GLMNETRidge","TB","Gemini 2.5 Pro Long","Gemini 2.5 Pro Short",97,0.897077149654469,0.872106415920849,96,0.000133499149431445,0.000318577515688675
"GLMNETRidge","TB","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Long",100,0.896272893772894,0.835732600732601,99,2.18480057596012e-18,1.3313628509757e-17
"GLMNETRidge","TB","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Short",100,0.896272893772894,0.813983516483517,99,1.00139415033372e-31,1.77519872104614e-30
"GLMNETRidge","TB","Gemini 2.5 Pro Long","Random",100,0.896272893772894,0.661895604395604,99,3.49680189026003e-60,5.30348286689438e-58
"GLMNETRidge","TB","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Long",97,0.872106415920849,0.836108908273857,96,2.9992350761297e-06,8.1715686205929e-06
"GLMNETRidge","TB","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Short",97,0.872106415920849,0.814206412144556,96,1.27166541682844e-13,5.74775925155899e-13
"GLMNETRidge","TB","Gemini 2.5 Pro Short","Random",97,0.872106415920849,0.66245610060043,96,8.46695331743773e-43,2.35865128128622e-41
"GLMNETRidge","TB","Gemini Advanced 2.0 Flash Long","Gemini Advanced 2.0 Flash Short",100,0.835732600732601,0.813983516483517,99,0.000418404746419002,0.000934734007957344
"GLMNETRidge","TB","Gemini Advanced 2.0 Flash Long","Random",100,0.835732600732601,0.661895604395604,99,5.1211268632185e-44,1.58871322006665e-42
"GLMNETRidge","TB","Gemini Advanced 2.0 Flash Short","Random",100,0.813983516483517,0.661895604395604,99,2.04917672526975e-43,6.08070919563742e-42
"NNET","TB","Claude 3.7 Sonnet Long","Claude 3.7 Sonnet Short",100,0.876996336996337,0.854478021978022,99,0.0132578785737264,0.0237182231364831
"NNET","TB","Claude 3.7 Sonnet Long","Claude Opus4 Long",100,0.876996336996337,0.840970695970696,99,8.0817485547244e-05,0.000197345022847921
"NNET","TB","Claude 3.7 Sonnet Long","Claude Opus4 Short",100,0.876996336996337,0.885425824175824,99,0.216577478607592,0.291678817772527
"NNET","TB","Claude 3.7 Sonnet Long","DESeq",100,0.876996336996337,0.877399267399267,99,0.946470870681299,0.959315174202286
"NNET","TB","Claude 3.7 Sonnet Long","GPT 4o Long",100,0.876996336996337,0.80485347985348,99,5.4226878845808e-12,2.13313226583654e-11
"NNET","TB","Claude 3.7 Sonnet Long","GPT 4o Short",100,0.876996336996337,0.677115384615385,99,8.45377046789644e-26,8.18396928275081e-25
"NNET","TB","Claude 3.7 Sonnet Long","GPT o3 Long",100,0.876996336996337,0.890233516483516,99,0.0148375986995901,0.0261333189999233
"NNET","TB","Claude 3.7 Sonnet Long","GPT o3 Short",100,0.876996336996337,0.894702380952381,99,0.0147611545577302,0.0260659456291097
"NNET","TB","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Long",100,0.876996336996337,0.877358058608059,99,0.956974963918374,0.969043639279363
"NNET","TB","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Short",97,0.877416827159095,0.848183603338242,96,0.000290971485469781,0.000666402814876261
"NNET","TB","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Long",100,0.876996336996337,0.797637362637363,99,8.50853162230116e-17,4.68312325179076e-16
"NNET","TB","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Short",100,0.876996336996337,0.772760989010989,99,5.29084909627589e-21,3.57525198832505e-20
"NNET","TB","Claude 3.7 Sonnet Long","Random",100,0.876996336996337,0.631799450549451,99,4.75618042524105e-45,1.62304657011351e-43
"NNET","TB","Claude 3.7 Sonnet Short","Claude Opus4 Long",100,0.854478021978022,0.840970695970696,99,0.200429384802182,0.274960914829124
"NNET","TB","Claude 3.7 Sonnet Short","Claude Opus4 Short",100,0.854478021978022,0.885425824175824,99,0.00145669871464988,0.00306850886650784
"NNET","TB","Claude 3.7 Sonnet Short","DESeq",100,0.854478021978022,0.877399267399267,99,0.0135268518710907,0.0241046381253771
"NNET","TB","Claude 3.7 Sonnet Short","GPT 4o Long",100,0.854478021978022,0.80485347985348,99,3.51268927866683e-05,8.78172319666709e-05
"NNET","TB","Claude 3.7 Sonnet Short","GPT 4o Short",100,0.854478021978022,0.677115384615385,99,1.68867861269196e-20,1.09764109824978e-19
"NNET","TB","Claude 3.7 Sonnet Short","GPT o3 Long",100,0.854478021978022,0.890233516483516,99,0.000268553283441347,0.000617130020029358
"NNET","TB","Claude 3.7 Sonnet Short","GPT o3 Short",100,0.854478021978022,0.894702380952381,99,5.11817123396018e-05,0.000126563473448472
"NNET","TB","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Long",100,0.854478021978022,0.877358058608059,99,0.0196391632627238,0.034106180475341
"NNET","TB","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Short",97,0.8550753370341,0.848183603338242,96,0.545268698999321,0.63397936467979
"NNET","TB","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Long",100,0.854478021978022,0.797637362637363,99,1.89366514178229e-06,5.28599778841068e-06
"NNET","TB","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Short",100,0.854478021978022,0.772760989010989,99,1.47175929834812e-11,5.67500407413895e-11
"NNET","TB","Claude 3.7 Sonnet Short","Random",100,0.854478021978022,0.631799450549451,99,2.95366984975122e-36,6.29962397642251e-35
"NNET","TB","Claude Opus4 Long","Claude Opus4 Short",100,0.840970695970696,0.885425824175824,99,5.78474614142692e-08,1.82781909329809e-07
"NNET","TB","Claude Opus4 Long","DESeq",100,0.840970695970696,0.877399267399267,99,1.13912873001767e-06,3.23266261221232e-06
"NNET","TB","Claude Opus4 Long","GPT 4o Long",100,0.840970695970696,0.80485347985348,99,0.000396562194747487,0.000888846298571954
"NNET","TB","Claude Opus4 Long","GPT 4o Short",100,0.840970695970696,0.677115384615385,99,1.1645725200883e-20,7.64250716307946e-20
"NNET","TB","Claude Opus4 Long","GPT o3 Long",100,0.840970695970696,0.890233516483516,99,1.07153550795458e-08,3.55011157368446e-08
"NNET","TB","Claude Opus4 Long","GPT o3 Short",100,0.840970695970696,0.894702380952381,99,2.88028432942961e-10,1.02652431061917e-09
"NNET","TB","Claude Opus4 Long","Gemini 2.5 Pro Long",100,0.840970695970696,0.877358058608059,99,4.54405169863926e-06,1.21859146731682e-05
"NNET","TB","Claude Opus4 Long","Gemini 2.5 Pro Short",97,0.840333635436728,0.848183603338242,96,0.425814245888991,0.515280536913539
"NNET","TB","Claude Opus4 Long","Gemini Advanced 2.0 Flash Long",100,0.840970695970696,0.797637362637363,99,2.41501469435186e-05,6.11594630387808e-05
