"ML_Model","Disease","LLM_1","LLM_2","n_seeds","mean_1","mean_2","df","p_value","q_value"
"NNET","KD/MIS-C","GPT 4o Long","Gemini 2.5 Pro Long",100,0.809401960784314,0.822833333333333,99,0.295227180888763,0.379101695120566
"NNET","KD/MIS-C","GPT 4o Long","Gemini 2.5 Pro Short",98,0.808873549419768,0.808773509403762,97,0.992081363144377,0.994997105578306
"NNET","KD/MIS-C","GPT 4o Long","Gemini Advanced 2.0 Flash Long",100,0.809401960784314,0.819058823529412,99,0.372121740335654,0.459264173199066
"NNET","KD/MIS-C","GPT 4o Long","Gemini Advanced 2.0 Flash Short",100,0.809401960784314,0.792460784313725,99,0.138529701924097,0.199886937765742
"NNET","KD/MIS-C","GPT 4o Long","Random",100,0.809401960784314,0.602852941176471,99,7.5463829418788e-33,1.41107023502254e-31
"NNET","KD/MIS-C","GPT 4o Short","GPT o3 Long",59,0.732003988035892,0.846477234961781,58,1.00740799621538e-08,3.35393149959509e-08
"NNET","KD/MIS-C","GPT 4o Short","GPT o3 Short",100,0.744627450980392,0.828039215686274,99,2.26035024413166e-06,6.24570462194273e-06
"NNET","KD/MIS-C","GPT 4o Short","Gemini 2.5 Pro Long",100,0.744627450980392,0.822833333333333,99,1.24107054053577e-06,3.51464997475378e-06
"NNET","KD/MIS-C","GPT 4o Short","Gemini 2.5 Pro Short",98,0.74343737494998,0.808773509403762,97,6.28102734438261e-08,1.98004672634694e-07
"NNET","KD/MIS-C","GPT 4o Short","Gemini Advanced 2.0 Flash Long",100,0.744627450980392,0.819058823529412,99,5.59695923217779e-07,1.65007545397898e-06
"NNET","KD/MIS-C","GPT 4o Short","Gemini Advanced 2.0 Flash Short",100,0.744627450980392,0.792460784313725,99,0.0011247600470245,0.00241020010076678
"NNET","KD/MIS-C","GPT 4o Short","Random",100,0.744627450980392,0.602852941176471,99,2.0615932592497e-19,1.29680866307642e-18
"NNET","KD/MIS-C","GPT o3 Long","GPT o3 Short",59,0.846477234961781,0.84247258225324,58,0.779097811175628,0.835423807182
"NNET","KD/MIS-C","GPT o3 Long","Gemini 2.5 Pro Long",59,0.846477234961781,0.817597208374875,58,0.0709411979641696,0.110541935183894
"NNET","KD/MIS-C","GPT o3 Long","Gemini 2.5 Pro Short",57,0.847420020639835,0.801496388028896,56,0.000879274678927874,0.0019172682695472
"NNET","KD/MIS-C","GPT o3 Long","Gemini Advanced 2.0 Flash Long",59,0.846477234961781,0.822549019607843,58,0.111776292776525,0.166481134727174
"NNET","KD/MIS-C","GPT o3 Long","Gemini Advanced 2.0 Flash Short",59,0.846477234961781,0.781372549019608,58,1.76349851812237e-05,4.52476593465609e-05
"NNET","KD/MIS-C","GPT o3 Long","Random",59,0.846477234961781,0.604054503157195,58,9.53665120020627e-24,7.74852910016759e-23
"NNET","KD/MIS-C","GPT o3 Short","Gemini 2.5 Pro Long",100,0.828039215686274,0.822833333333333,99,0.750349157787284,0.815969266132184
"NNET","KD/MIS-C","GPT o3 Short","Gemini 2.5 Pro Short",98,0.828291316526611,0.808773509403762,97,0.132087158737325,0.192216387714764
"NNET","KD/MIS-C","GPT o3 Short","Gemini Advanced 2.0 Flash Long",100,0.828039215686274,0.819058823529412,99,0.45732301100338,0.549512244735575
"NNET","KD/MIS-C","GPT o3 Short","Gemini Advanced 2.0 Flash Short",100,0.828039215686274,0.792460784313725,99,0.0132180031888585,0.0236779190981521
"NNET","KD/MIS-C","GPT o3 Short","Random",100,0.828039215686274,0.602852941176471,99,3.62218490422803e-29,4.84733568065809e-28
"NNET","KD/MIS-C","Gemini 2.5 Pro Long","Gemini 2.5 Pro Short",98,0.823739495798319,0.808773509403762,97,0.262395298931621,0.341764869314563
"NNET","KD/MIS-C","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Long",100,0.822833333333333,0.819058823529412,99,0.798955448962402,0.84737699132376
"NNET","KD/MIS-C","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Short",100,0.822833333333333,0.792460784313725,99,0.0521380856421744,0.0836292443026651
"NNET","KD/MIS-C","Gemini 2.5 Pro Long","Random",100,0.822833333333333,0.602852941176471,99,4.82151818895449e-26,4.87509061327621e-25
"NNET","KD/MIS-C","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Long",98,0.808773509403762,0.818087234893958,97,0.432185367674574,0.522375623207983
"NNET","KD/MIS-C","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Short",98,0.808773509403762,0.791946778711485,97,0.104057152724223,0.157470081450736
"NNET","KD/MIS-C","Gemini 2.5 Pro Short","Random",98,0.808773509403762,0.601830732292917,97,1.1897757057649e-31,2.08210748508858e-30
"NNET","KD/MIS-C","Gemini Advanced 2.0 Flash Long","Gemini Advanced 2.0 Flash Short",100,0.819058823529412,0.792460784313725,99,0.036434674733617,0.059919675917334
"NNET","KD/MIS-C","Gemini Advanced 2.0 Flash Long","Random",100,0.819058823529412,0.602852941176471,99,1.65775473392761e-31,2.79362371828541e-30
"NNET","KD/MIS-C","Gemini Advanced 2.0 Flash Short","Random",100,0.792460784313725,0.602852941176471,99,2.06348454669696e-29,2.81665640624135e-28
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","Claude 3.7 Sonnet Short",100,0.868647058823529,0.881794117647059,99,0.00191866280711792,0.00392649884814987
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","Claude Opus4 Long",100,0.868647058823529,0.867990196078431,99,0.850999734427135,0.887492934065555
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","Claude Opus4 Short",100,0.868647058823529,0.872862745098039,99,0.259224858609431,0.339254009589524
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","DESeq",100,0.868647058823529,0.909539215686274,99,2.02821891849618e-14,9.57964990916018e-14
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","GPT 4o Long",100,0.868647058823529,0.8605,99,0.074214949344373,0.11498683979009
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","GPT 4o Short",100,0.868647058823529,0.797833333333333,99,5.89556731567075e-14,2.71873290063871e-13
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","GPT o3 Long",58,0.866075050709939,0.883654496281271,57,0.000102033876501148,0.000246943690468203
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","GPT o3 Short",100,0.868647058823529,0.881892156862745,99,0.00176979993784196,0.00365473058268422
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Long",100,0.868647058823529,0.867450980392157,99,0.741647844864787,0.808585709457216
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Short",98,0.869557823129252,0.858993597438976,97,0.0979789611464212,0.149598749401415
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Long",100,0.868647058823529,0.867656862745098,99,0.784406978265674,0.839118750260694
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Short",100,0.868647058823529,0.850460784313725,99,0.00588104405177813,0.0111961298893684
"RF","KD/MIS-C","Claude 3.7 Sonnet Long","Random",100,0.868647058823529,0.760558823529412,99,7.31427042983547e-24,6.05089644650025e-23
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","Claude Opus4 Long",100,0.881794117647059,0.867990196078431,99,0.00428425723520133,0.00834238391733211
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","Claude Opus4 Short",100,0.881794117647059,0.872862745098039,99,0.0371470028270683,0.0610176400228018
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","DESeq",100,0.881794117647059,0.909539215686274,99,6.9924693658981e-07,2.03947023172028e-06
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","GPT 4o Long",100,0.881794117647059,0.8605,99,0.000119545434578512,0.000286782984533689
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","GPT 4o Short",100,0.881794117647059,0.797833333333333,99,9.53657830557455e-15,4.71645992286567e-14
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","GPT o3 Long",58,0.88184584178499,0.883654496281271,57,0.742445255524939,0.808809077247839
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","GPT o3 Short",100,0.881794117647059,0.881892156862745,99,0.984859481037239,0.989207646516432
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Long",100,0.881794117647059,0.867450980392157,99,0.00214284197346702,0.00434618022850296
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Short",98,0.882432973189276,0.858993597438976,97,0.000958901986782264,0.0020743283866209
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Long",100,0.881794117647059,0.867656862745098,99,0.00558509684579793,0.0106624576147051
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Short",100,0.881794117647059,0.850460784313725,99,4.66914396773751e-06,1.24968265018857e-05
"RF","KD/MIS-C","Claude 3.7 Sonnet Short","Random",100,0.881794117647059,0.760558823529412,99,2.26395922080886e-25,2.10224784789394e-24
"RF","KD/MIS-C","Claude Opus4 Long","Claude Opus4 Short",100,0.867990196078431,0.872862745098039,99,0.273896631156677,0.354714327826247
"RF","KD/MIS-C","Claude Opus4 Long","DESeq",100,0.867990196078431,0.909539215686274,99,1.36194012619973e-12,5.58272754433222e-12
"RF","KD/MIS-C","Claude Opus4 Long","GPT 4o Long",100,0.867990196078431,0.8605,99,0.134643987853513,0.195312479723747
"RF","KD/MIS-C","Claude Opus4 Long","GPT 4o Short",100,0.867990196078431,0.797833333333333,99,3.61193855345083e-13,1.57517448097776e-12
"RF","KD/MIS-C","Claude Opus4 Long","GPT o3 Long",58,0.870875591615957,0.883654496281271,57,0.0216903514142151,0.0372419241262938
"RF","KD/MIS-C","Claude Opus4 Long","GPT o3 Short",100,0.867990196078431,0.881892156862745,99,0.00285523628490767,0.00569794960365347
"RF","KD/MIS-C","Claude Opus4 Long","Gemini 2.5 Pro Long",100,0.867990196078431,0.867450980392157,99,0.900227325011943,0.927335418226378
"RF","KD/MIS-C","Claude Opus4 Long","Gemini 2.5 Pro Short",98,0.868977591036415,0.858993597438976,97,0.138122557569505,0.199510360933729
"RF","KD/MIS-C","Claude Opus4 Long","Gemini Advanced 2.0 Flash Long",100,0.867990196078431,0.867656862745098,99,0.945095305204651,0.959148766992081
"RF","KD/MIS-C","Claude Opus4 Long","Gemini Advanced 2.0 Flash Short",100,0.867990196078431,0.850460784313725,99,0.010303987462524,0.0190581881928797
"RF","KD/MIS-C","Claude Opus4 Long","Random",100,0.867990196078431,0.760558823529412,99,1.3198469083999e-24,1.16986430517264e-23
"RF","KD/MIS-C","Claude Opus4 Short","DESeq",100,0.872862745098039,0.909539215686274,99,2.88346544831821e-09,9.81528762332757e-09
"RF","KD/MIS-C","Claude Opus4 Short","GPT 4o Long",100,0.872862745098039,0.8605,99,0.0185020249615828,0.0322544879598474
"RF","KD/MIS-C","Claude Opus4 Short","GPT 4o Short",100,0.872862745098039,0.797833333333333,99,3.72238772477912e-13,1.61817173386099e-12
"RF","KD/MIS-C","Claude Opus4 Short","GPT o3 Long",58,0.876538201487492,0.883654496281271,57,0.152958113067756,0.21816909544147
"RF","KD/MIS-C","Claude Opus4 Short","GPT o3 Short",100,0.872862745098039,0.881892156862745,99,0.0462800111111633,0.0749373845394281
"RF","KD/MIS-C","Claude Opus4 Short","Gemini 2.5 Pro Long",100,0.872862745098039,0.867450980392157,99,0.232731668681025,0.309025999756419
"RF","KD/MIS-C","Claude Opus4 Short","Gemini 2.5 Pro Short",98,0.873549419767907,0.858993597438976,97,0.0417625501392328,0.0681073846356665
"RF","KD/MIS-C","Claude Opus4 Short","Gemini Advanced 2.0 Flash Long",100,0.872862745098039,0.867656862745098,99,0.290619187262371,0.373888021313041
"RF","KD/MIS-C","Claude Opus4 Short","Gemini Advanced 2.0 Flash Short",100,0.872862745098039,0.850460784313725,99,0.00118608396751379,0.00253365354562805
"RF","KD/MIS-C","Claude Opus4 Short","Random",100,0.872862745098039,0.760558823529412,99,1.4608989246447e-21,1.03322644152333e-20
"RF","KD/MIS-C","DESeq","GPT 4o Long",100,0.909539215686274,0.8605,99,6.78406170710756e-13,2.85810007104995e-12
"RF","KD/MIS-C","DESeq","GPT 4o Short",100,0.909539215686274,0.797833333333333,99,3.74011485383825e-21,2.56545566607498e-20
"RF","KD/MIS-C","DESeq","GPT o3 Long",58,0.913235294117647,0.883654496281271,57,5.26571000988689e-06,1.40384651630774e-05
"RF","KD/MIS-C","DESeq","GPT o3 Short",100,0.909539215686274,0.881892156862745,99,3.02222101076254e-07,9.12683999931607e-07
"RF","KD/MIS-C","DESeq","Gemini 2.5 Pro Long",100,0.909539215686274,0.867450980392157,99,3.31946674208904e-13,1.45226669966395e-12
"RF","KD/MIS-C","DESeq","Gemini 2.5 Pro Short",98,0.911074429771909,0.858993597438976,97,1.14581096658958e-12,4.73949081634779e-12
"RF","KD/MIS-C","DESeq","Gemini Advanced 2.0 Flash Long",100,0.909539215686274,0.867656862745098,99,1.43107094999928e-12,5.8485384633204e-12
"RF","KD/MIS-C","DESeq","Gemini Advanced 2.0 Flash Short",100,0.909539215686274,0.850460784313725,99,4.1361194979432e-14,1.92689526098719e-13
"RF","KD/MIS-C","DESeq","Random",100,0.909539215686274,0.760558823529412,99,2.28505675790144e-31,3.75795478859695e-30
"RF","KD/MIS-C","GPT 4o Long","GPT 4o Short",100,0.8605,0.797833333333333,99,8.9098667492671e-10,3.11845336224348e-09
"RF","KD/MIS-C","GPT 4o Long","GPT o3 Long",58,0.861984448951995,0.883654496281271,57,0.000839907975266933,0.00183435901798298
"RF","KD/MIS-C","GPT 4o Long","GPT o3 Short",100,0.8605,0.881892156862745,99,0.000128937112932964,0.000308770454655255
"RF","KD/MIS-C","GPT 4o Long","Gemini 2.5 Pro Long",100,0.8605,0.867450980392157,99,0.174448854469395,0.24548730551621
"RF","KD/MIS-C","GPT 4o Long","Gemini 2.5 Pro Short",98,0.86062424969988,0.858993597438976,97,0.826301898991909,0.868680764505663
"RF","KD/MIS-C","GPT 4o Long","Gemini Advanced 2.0 Flash Long",100,0.8605,0.867656862745098,99,0.192956293516451,0.266314803488327
"RF","KD/MIS-C","GPT 4o Long","Gemini Advanced 2.0 Flash Short",100,0.8605,0.850460784313725,99,0.149755344808179,0.213824315547243
"RF","KD/MIS-C","GPT 4o Long","Random",100,0.8605,0.760558823529412,99,8.50675636138891e-20,5.42603852023171e-19
"RF","KD/MIS-C","GPT 4o Short","GPT o3 Long",58,0.795841784989858,0.883654496281271,57,2.66891712242723e-10,9.58703124240306e-10
"RF","KD/MIS-C","GPT 4o Short","GPT o3 Short",100,0.797833333333333,0.881892156862745,99,5.24485746310302e-15,2.6320700136528e-14
"RF","KD/MIS-C","GPT 4o Short","Gemini 2.5 Pro Long",100,0.797833333333333,0.867450980392157,99,5.2060670973181e-13,2.22767447894646e-12
"RF","KD/MIS-C","GPT 4o Short","Gemini 2.5 Pro Short",98,0.796218487394958,0.858993597438976,97,1.48692674282619e-10,5.41241334388733e-10
"RF","KD/MIS-C","GPT 4o Short","Gemini Advanced 2.0 Flash Long",100,0.797833333333333,0.867656862745098,99,1.72829164816726e-12,6.97963934836779e-12
"RF","KD/MIS-C","GPT 4o Short","Gemini Advanced 2.0 Flash Short",100,0.797833333333333,0.850460784313725,99,2.35665024220921e-07,7.21261789375689e-07
"RF","KD/MIS-C","GPT 4o Short","Random",100,0.797833333333333,0.760558823529412,99,0.00014903334005034,0.000353177967306796
"RF","KD/MIS-C","GPT o3 Long","GPT o3 Short",58,0.883654496281271,0.887762001352265,57,0.313996703927315,0.398702791498404
"RF","KD/MIS-C","GPT o3 Long","Gemini 2.5 Pro Long",58,0.883654496281271,0.869658553076403,57,0.00772133947939312,0.0144775115238621
"RF","KD/MIS-C","GPT o3 Long","Gemini 2.5 Pro Short",56,0.88546918767507,0.868785014005602,55,0.0303317960057277,0.0504298435418006
"RF","KD/MIS-C","GPT o3 Long","Gemini Advanced 2.0 Flash Long",58,0.883654496281271,0.87052062204192,57,0.0138587253826009,0.0245996880978547
"RF","KD/MIS-C","GPT o3 Long","Gemini Advanced 2.0 Flash Short",58,0.883654496281271,0.850693035835024,57,0.000898098494307484,0.00195207714128936
"RF","KD/MIS-C","GPT o3 Long","Random",58,0.883654496281271,0.755459770114942,57,1.03534514737393e-14,5.06539830166817e-14
"RF","KD/MIS-C","GPT o3 Short","Gemini 2.5 Pro Long",100,0.881892156862745,0.867450980392157,99,0.00161147473527575,0.0033633991034425
"RF","KD/MIS-C","GPT o3 Short","Gemini 2.5 Pro Short",98,0.882803121248499,0.858993597438976,97,0.000584041470796623,0.00128999451074011
"RF","KD/MIS-C","GPT o3 Short","Gemini Advanced 2.0 Flash Long",100,0.881892156862745,0.867656862745098,99,0.00205479193284245,0.00418625520646261
"RF","KD/MIS-C","GPT o3 Short","Gemini Advanced 2.0 Flash Short",100,0.881892156862745,0.850460784313725,99,2.45462338839498e-05,6.19327342912965e-05
"RF","KD/MIS-C","GPT o3 Short","Random",100,0.881892156862745,0.760558823529412,99,8.68254988245469e-25,7.84879509241765e-24
"RF","KD/MIS-C","Gemini 2.5 Pro Long","Gemini 2.5 Pro Short",98,0.868047218887555,0.858993597438976,97,0.139809620355357,0.201384371675568
"RF","KD/MIS-C","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Long",100,0.867450980392157,0.867656862745098,99,0.959835028521113,0.971219283863098
"RF","KD/MIS-C","Gemini 2.5 Pro Long","Gemini Advanced 2.0 Flash Short",100,0.867450980392157,0.850460784313725,99,0.0147848296488902,0.0260740212800196
"RF","KD/MIS-C","Gemini 2.5 Pro Long","Random",100,0.867450980392157,0.760558823529412,99,2.78265497876516e-22,2.05314813298078e-21
"RF","KD/MIS-C","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Long",98,0.858993597438976,0.868057222889156,97,0.187817529639047,0.260767413084808
"RF","KD/MIS-C","Gemini 2.5 Pro Short","Gemini Advanced 2.0 Flash Short",98,0.858993597438976,0.848999599839936,97,0.204223217334189,0.279323338337844
"RF","KD/MIS-C","Gemini 2.5 Pro Short","Random",98,0.858993597438976,0.76046418567427,97,6.26589867035683e-19,3.87011388463216e-18
"RF","KD/MIS-C","Gemini Advanced 2.0 Flash Long","Gemini Advanced 2.0 Flash Short",100,0.867656862745098,0.850460784313725,99,0.00821288177477169,0.015335955708021
"RF","KD/MIS-C","Gemini Advanced 2.0 Flash Long","Random",100,0.867656862745098,0.760558823529412,99,3.6402083447016e-21,2.50953757096852e-20
"RF","KD/MIS-C","Gemini Advanced 2.0 Flash Short","Random",100,0.850460784313725,0.760558823529412,99,7.88972245689623e-15,3.91617132860486e-14
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","Claude 3.7 Sonnet Short",100,0.605070028011204,0.607689075630252,99,0.750811280778039,0.815969266132184
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","Claude Opus4 Long",100,0.605070028011204,0.616666666666667,99,0.128031644829367,0.187112628685317
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","Claude Opus4 Short",100,0.605070028011204,0.606932773109244,99,0.80881283342107,0.855836835364156
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","DESeq",100,0.605070028011204,0.632745098039216,99,0.000933435925992143,0.00202244450631631
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","GPT 4o Long",100,0.605070028011204,0.604831932773109,99,0.979975813791406,0.985753121462984
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","GPT 4o Short",100,0.605070028011204,0.594145658263305,99,0.206014652976902,0.281210001313472
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","GPT o3 Long",100,0.605070028011204,0.614705882352941,99,0.180374230499921,0.252265189172533
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","GPT o3 Short",100,0.605070028011204,0.607913165266106,99,0.702049360809204,0.774661580429909
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Long",100,0.605070028011204,0.613991596638655,99,0.225454057867724,0.301415072467623
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","Gemini 2.5 Pro Short",100,0.605070028011204,0.595994397759104,99,0.275411314536814,0.356337861936258
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Long",100,0.605070028011204,0.593445378151261,99,0.161624291197744,0.228618816046549
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","Gemini Advanced 2.0 Flash Short",100,0.605070028011204,0.600252100840336,99,0.566857764690554,0.652412182801523
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Long","Random",100,0.605070028011204,0.57952380952381,99,0.00328550255767268,0.00649958114670029
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","Claude Opus4 Long",100,0.607689075630252,0.616666666666667,99,0.284957073583847,0.367643105332657
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","Claude Opus4 Short",100,0.607689075630252,0.606932773109244,99,0.931708344247795,0.949090962610627
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","DESeq",100,0.607689075630252,0.632745098039216,99,0.000770845573268502,0.0016889313122175
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","GPT 4o Long",100,0.607689075630252,0.604831932773109,99,0.757873070190488,0.821029159373028
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","GPT 4o Short",100,0.607689075630252,0.594145658263305,99,0.109701481928621,0.163920940209762
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","GPT o3 Long",100,0.607689075630252,0.614705882352941,99,0.355675572741459,0.44216498797094
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","GPT o3 Short",100,0.607689075630252,0.607913165266106,99,0.978072235779996,0.985290481062505
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Long",100,0.607689075630252,0.613991596638655,99,0.432442823608074,0.522375623207983
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","Gemini 2.5 Pro Short",100,0.607689075630252,0.595994397759104,99,0.137654906620846,0.199045495272727
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Long",100,0.607689075630252,0.593445378151261,99,0.0974326993042649,0.14893128169129
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","Gemini Advanced 2.0 Flash Short",100,0.607689075630252,0.600252100840336,99,0.369096666889317,0.456769673892945
"EXTRATREES","ME/CFS","Claude 3.7 Sonnet Short","Random",100,0.607689075630252,0.57952380952381,99,0.00155479340404917,0.00325505060817042
"EXTRATREES","ME/CFS","Claude Opus4 Long","Claude Opus4 Short",100,0.616666666666667,0.606932773109244,99,0.231704583989018,0.307961788846163
"EXTRATREES","ME/CFS","Claude Opus4 Long","DESeq",100,0.616666666666667,0.632745098039216,99,0.0135162293538387,0.0241046381253771
"EXTRATREES","ME/CFS","Claude Opus4 Long","GPT 4o Long",100,0.616666666666667,0.604831932773109,99,0.140012788394906,0.201388257280344
"EXTRATREES","ME/CFS","Claude Opus4 Long","GPT 4o Short",100,0.616666666666667,0.594145658263305,99,0.00742630879729379,0.0139434821297194
"EXTRATREES","ME/CFS","Claude Opus4 Long","GPT o3 Long",100,0.616666666666667,0.614705882352941,99,0.75741795523446,0.821029159373028
"EXTRATREES","ME/CFS","Claude Opus4 Long","GPT o3 Short",100,0.616666666666667,0.607913165266106,99,0.220114389258647,0.295143557306536
"EXTRATREES","ME/CFS","Claude Opus4 Long","Gemini 2.5 Pro Long",100,0.616666666666667,0.613991596638655,99,0.699941642891972,0.772993804650115
"EXTRATREES","ME/CFS","Claude Opus4 Long","Gemini 2.5 Pro Short",100,0.616666666666667,0.595994397759104,99,0.00718648794607436,0.0135117851878671
"EXTRATREES","ME/CFS","Claude Opus4 Long","Gemini Advanced 2.0 Flash Long",100,0.616666666666667,0.593445378151261,99,0.00369292462387429,0.00722183683608653
"EXTRATREES","ME/CFS","Claude Opus4 Long","Gemini Advanced 2.0 Flash Short",100,0.616666666666667,0.600252100840336,99,0.0260195977656481,0.0438478406791477
"EXTRATREES","ME/CFS","Claude Opus4 Long","Random",100,0.616666666666667,0.57952380952381,99,0.00010656178589129,0.000257445730516126
"EXTRATREES","ME/CFS","Claude Opus4 Short","DESeq",100,0.606932773109244,0.632745098039216,99,0.00144508793531324,0.00304875584498079
"EXTRATREES","ME/CFS","Claude Opus4 Short","GPT 4o Long",100,0.606932773109244,0.604831932773109,99,0.819442761366635,0.862405064969512
"EXTRATREES","ME/CFS","Claude Opus4 Short","GPT 4o Short",100,0.606932773109244,0.594145658263305,99,0.107871777563546,0.16217777836679
"EXTRATREES","ME/CFS","Claude Opus4 Short","GPT o3 Long",100,0.606932773109244,0.614705882352941,99,0.309503658951669,0.3944654476835
"EXTRATREES","ME/CFS","Claude Opus4 Short","GPT o3 Short",100,0.606932773109244,0.607913165266106,99,0.885636288585235,0.916522770218988
"EXTRATREES","ME/CFS","Claude Opus4 Short","Gemini 2.5 Pro Long",100,0.606932773109244,0.613991596638655,99,0.373924254838214,0.460655783261879
"EXTRATREES","ME/CFS","Claude Opus4 Short","Gemini 2.5 Pro Short",100,0.606932773109244,0.595994397759104,99,0.177590583950248,0.248882081203377
"EXTRATREES","ME/CFS","Claude Opus4 Short","Gemini Advanced 2.0 Flash Long",100,0.606932773109244,0.593445378151261,99,0.122705563537877,0.180878071521816
"EXTRATREES","ME/CFS","Claude Opus4 Short","Gemini Advanced 2.0 Flash Short",100,0.606932773109244,0.600252100840336,99,0.461286121745569,0.552487256146847
"EXTRATREES","ME/CFS","Claude Opus4 Short","Random",100,0.606932773109244,0.57952380952381,99,0.00304050038859792,0.00603238812563396
"EXTRATREES","ME/CFS","DESeq","GPT 4o Long",100,0.632745098039216,0.604831932773109,99,0.00152580894657987,0.00319927682347392
"EXTRATREES","ME/CFS","DESeq","GPT 4o Short",100,0.632745098039216,0.594145658263305,99,2.9441871270584e-06,8.05373833353651e-06
"EXTRATREES","ME/CFS","DESeq","GPT o3 Long",100,0.632745098039216,0.614705882352941,99,0.00677421530275104,0.0128072076014614
"EXTRATREES","ME/CFS","DESeq","GPT o3 Short",100,0.632745098039216,0.607913165266106,99,0.000540242319929914,0.00119712786802651
"EXTRATREES","ME/CFS","DESeq","Gemini 2.5 Pro Long",100,0.632745098039216,0.613991596638655,99,0.00697464925187392,0.0131497185480772
"EXTRATREES","ME/CFS","DESeq","Gemini 2.5 Pro Short",100,0.632745098039216,0.595994397759104,99,2.93894790072425e-06,8.05373833353651e-06
"EXTRATREES","ME/CFS","DESeq","Gemini Advanced 2.0 Flash Long",100,0.632745098039216,0.593445378151261,99,2.66263200033931e-07,8.13085610841869e-07
"EXTRATREES","ME/CFS","DESeq","Gemini Advanced 2.0 Flash Short",100,0.632745098039216,0.600252100840336,99,1.33693761058611e-05,3.44975394792069e-05
"EXTRATREES","ME/CFS","DESeq","Random",100,0.632745098039216,0.57952380952381,99,1.79949274836855e-08,5.83445986109992e-08
"EXTRATREES","ME/CFS","GPT 4o Long","GPT 4o Short",100,0.604831932773109,0.594145658263305,99,0.210833826820869,0.285504140486594
"EXTRATREES","ME/CFS","GPT 4o Long","GPT o3 Long",100,0.604831932773109,0.614705882352941,99,0.217759404567833,0.292848854418809
"EXTRATREES","ME/CFS","GPT 4o Long","GPT o3 Short",100,0.604831932773109,0.607913165266106,99,0.677971575045307,0.756689452115162
"EXTRATREES","ME/CFS","GPT 4o Long","Gemini 2.5 Pro Long",100,0.604831932773109,0.613991596638655,99,0.270365942655154,0.350474370108533
