"GeneName","Padj"
"VPS26AP1",0.7409936419801
"RP11-255E6.6",0.741051217568259
"ZDHHC23",0.741311773662902
"CCDC191",0.74142038343201
"RP11-255E6.5",0.74162480721451
"RP11-255E6.7",0.74163084241246
"RP11-274J15.4",0.74163084241246
"QTRT2",0.74163084241246
"H2BP3",0.741644704347208
"DRD3",0.741644704347208
"RP11-553L6.2",0.741644704347208
"FAM214BP1",0.741889805949205
"ZNF80",0.742074599528372
"TIGIT",0.742074599528372
"ZBTB20",0.742074599528372
"RP11-553L6.5",0.742194665640433
"MIR568",0.742194665640433
"ZBTB20-AS1",0.742467568893777
"ZBTB20-AS5",0.742467568893777
"ZBTB20-AS2",0.742467568893777
"MIR4796",0.742497921216729
"ZBTB20-AS3",0.742497921216729
"YBX1P3",0.742497921216729
"ZBTB20-AS4",0.742497921216729
"RP11-190P13.2",0.742532084933593
"EIF4E2P2",0.742532084933593
"RP11-416B23.1",0.742532084933593
"RP11-416B23.2",0.742532084933593
"GAP43",0.742532084933593
"RP11-326J18.1",0.742532084933593
"LSAMP",0.74260446648235
"RN7SL815P",0.742653035127885
"LSAMP-AS1",0.742653035127885
"LINC00903",0.742902116065501
"RN7SL582P",0.743132496855506
"BZW1P2",0.743218304656965
"TUSC7",0.743359664480372
"ENSG10010137502.1",0.743365850616805
"MIR4447",0.743430193585104
"ENSG10010135716.1",0.743430193585104
"LINC00901",0.743527175101711
"RNU5E-8P",0.743594641980202
"PTMAP8",0.74364861092193
"RNU6-1200P",0.743867190917335
"RP11-384F7.2",0.743867190917335
"RP11-768G7.1",0.743867190917335
"LINC02024",0.743867190917335
"RP11-768G7.3",0.743877418615609
"RP11-384F7.1",0.743877418615609
"RP11-155B15.1",0.743877418615609
"IGSF11",0.743877418615609
"IGSF11-AS1",0.744020202078769
"TEX55",0.744020202078769
"RP11-484M3.5",0.744020202078769
"UPK1B",0.744783691560109
"B4GALT4",0.74481587797505
"B4GALT4-AS1",0.745188519919304
"ARHGAP31",0.745188519919304
"ARHGAP31-AS1",0.745188519919304
"RNU6-1127P",0.745188519919304
"TMEM39A",0.745188519919304
"POGLUT1",0.745188519919304
"TIMMDC1-DT",0.745188519919304
"TIMMDC1",0.745188519919304
"CD80",0.745325633402893
"RP11-190C22.9",0.745433700573723
"ADPRH",0.745659305236494
"PLA1A",0.745659305236494
"RPL10P7",0.745659305236494
"POPDC2",0.745968804838524
"COX17",0.745968804838524
"RP11-59M4.2",0.746103509968771
"CFAP91",0.746103509968771
"RP11-169N13.5",0.746103509968771
"RP11-169N13.4",0.746103509968771
"NR1I2",0.746103509968771
"PHBP8",0.746103509968771
"GSK3B",0.746103509968771
"RP11-73F12.1",0.74616693930136
"RP11-73F12.2",0.746285762888887
"RP11-767L7.1",0.746285762888887
"RP11-767L7.2",0.746285762888887
"RP11-18H7.1",0.746285762888887
"RN7SL762P",0.746563169034615
"RN7SL397P",0.746563169034615
"GPR156",0.746563169034615
"Y_RNA",0.74672176768802
"RP11-174O3.1",0.746736747841587
"LRRC58",0.746820047718438
"RP11-174O3.3",0.747007089672907
"RP11-174O3.6",0.747077346857596
"RP11-174O3.4",0.747134876337512
"FSTL1",0.747134876337512
"MIR198",0.747297376136967
"RP11-359H3.6",0.74788896351686
"RP11-359H3.4",0.74788896351686
"RP11-359H3.1",0.748060464219525
"NDUFB4",0.748134611584864
"HGD",0.748193270488698
"RABL3",0.748226456094783
"MTCO1P29",0.748325122272978
"MTCO2P29",0.74849429191636
"GTF2E1",0.74849429191636
"NAP1L1P3",0.74849429191636
"RP11-567P17.5",0.74849429191636
"LINC02049",0.74849429191636
"RP11-500K19.3",0.74849429191636
"STXBP5L",0.74849429191636
"RP11-500K19.2",0.74849429191636
"MIR5682",0.74849429191636
"RP11-678L1.1",0.748732468864947
"RP11-10G15.4",0.748732468864947
"RP11-10G15.5",0.748839746734532
"POLQ",0.748839746734532
"ARGFX",0.748839746734532
"FBXO40",0.748839746734532
"HCLS1",0.748839746734532
"RN7SL172P",0.748839746734532
"RNU4-62P",0.748880608913626
"GOLGB1",0.748948971175252
"IQCB1",0.748993939486401
"EAF2",0.749048470011541
"SLC15A2",0.749148932902588
"ILDR1",0.749158539307731
"Y_RNA",0.749158539307731
"CD86",0.749158539307731
"RP11-289N10.2",0.749158539307731
"CASR",0.749245804530445
"HNRNPA1P23",0.749245804530445
"CSTA",0.749548090844695
"MIX23",0.749578991289297
"FAM162A",0.750122840426299
"WDR5B",0.75016293097618
"WDR5B-DT",0.750222876147346
"RP11-299J3.6",0.750493903319509
"KPNA1",0.750579883449918
"RP11-592P9.3",0.750668309250312
"RP11-592P9.4",0.750683981123749
"PARP9",0.750772659363904
"DTX3L",0.750772659363904
"PARP15",0.750772659363904
"EIF4BP8",0.750772659363904
"PARP14",0.750837896135201
"HSPBAP1",0.750867671810638
"SLC49A4",0.750952315167139
"LINC02035",0.751035221082831
"SEMA5B",0.751051920921365
"PDIA5",0.751051920921365
"MIR7110",0.75119994280405
"SEC22A",0.75119994280405
"RP11-797D24.3",0.751222390532704
"ADCY5",0.751332855070815
"RP11-797D24.4",0.751723136336938
"HACD2",0.751767057517886
"MYLK-AS1",0.751789542807108
"MYLK",0.75183401726464
"MYLK-AS2",0.75183401726464
"RP11-9N20.3",0.751911504403117
"ENSG10010139529.1",0.752120723526214
"CCDC14",0.752423693396894
"ROPN1",0.752681177719388
"KALRN",0.752681177719388
"MIR5002",0.752681177719388
"MIR6083",0.752681177719388
"RNU6-143P",0.753134005922986
"RP11-71H17.9",0.753134005922986
"RP11-71H17.7",0.753134005922986
"UMPS",0.753134005922986
"MIR544B",0.753134005922986
"RP11-71H17.1",0.753134005922986
"ITGB5",0.753134005922986
"ITGB5-AS1",0.753285017990494
"RP11-71H17.8",0.753317598011709
"7SK",0.753394937141809
"ENO1P3",0.753434225707944
"MUC13",0.753434225707944
"HEG1",0.753434225707944
"RNA5SP137",0.753434225707944
"CTD-2015F14.2",0.753434225707944
"SLC12A8",0.753614727331083
"RNU6-230P",0.753706708956248
"MIR5092",0.753765021275913
"ZNF148",0.753962256716232
"DUTP1",0.754065757449989
"DNAJB6P7",0.754065757449989
"RNU6-232P",0.754065757449989
"SNX4",0.75428213804746
"Y_RNA",0.75428213804746
"Y_RNA",0.754673170707446
"OSBPL11",0.754692731811927
"GS1-388B5.2",0.754920169871122
"GS1-388B5.1",0.754920169871122
"OR7E130P",0.754927780871995
"OR7E29P",0.754927780871995
"OR7E93P",0.754927780871995
"OR7E53P",0.754927780871995
"OR7E97P",0.754927780871995
"GS1-388B5.8",0.754927780871995
"RP11-379B18.8",0.755233134992982
"RP11-379B18.7",0.755390068105846
"RP11-379B18.6",0.755390068105846
"RP11-379B18.1",0.755390068105846
"MIR548I1",0.755390068105846
"RP11-379B18.9",0.755390068105846
"SNRPCP11",0.755390068105846
"LINC02614",0.755616508235596
"ENPP7P4",0.755616508235596
"RP11-666A20.4",0.755616508235596
"FAM86JP",0.755616508235596
"ALG1L",0.755637697616159
"RP11-666A20.3",0.755719651735897
"ROPN1B",0.756032220853942
"SLC41A3",0.756032220853942
"RP11-158I23.1",0.756314190320919
"RP11-124N2.1",0.756379798893586
"ALDH1L1",0.756379798893586
"ALDH1L1-AS1",0.756379798893586
"RNU1-30P",0.756379798893586
"ALDH1L1-AS2",0.756379798893586
"RP11-205A6.1",0.756379798893586
"RP11-71E19.1",0.756379798893586
"RP11-71E19.2",0.756379798893586
"RP11-71E19.6",0.756379798893586
"KLF15",0.756379798893586
"CCDC37-DT",0.756379798893586
"CFAP100",0.756503659567501
"RP11-203H19.2",0.756503659567501
"ZXDC",0.756523530869712
"UROC1",0.756523530869712
"CHST13",0.756523530869712
"C3orf22",0.756609232399064
"RNA5SP138",0.756744327990015
"TXNRD3",0.756868301095096
"RP11-390G14.1",0.757009407269758
"NUP210P1",0.757113689405999
"RP11-605F14.2",0.757282052352973
"CHCHD6",0.757361984792799
"RCC2P4",0.757361984792799
"RP11-61K12.2",0.757361984792799
"PLXNA1",0.757386458203301
"RP11-305F5.3",0.75753346964411
"C3orf56",0.757752824335199
"Y_RNA",0.75784961647804
"RP11-305F5.2",0.75784961647804
"RNU6-1047P",0.758374130008217
"RP11-88I21.3",0.758374130008217
"PRR20G",0.758374130008217
"LINC02016",0.758374130008217
"LINC01471",0.758541474852058
"RP11-59J16.2",0.758541474852058
"LINC02034",0.758792439242482
"RP11-153F10.2",0.759016682648079
"TPRA1",0.75904244293025
"MIR6825",0.759050457401469
"MIR7976",0.759050457401469
"MCM2",0.759201707884169
"RP11-427I6.5",0.759201707884169
"PODXL2",0.759306468326638
"ABTB1",0.759323398574145
"MGLL",0.759489378365604
"RP11-491D10.2",0.75958029107805
"KBTBD12",0.75958029107805
"RNA5SP139",0.75958029107805
"SEC61A1",0.75958029107805
"RUVBL1",0.75958029107805
"RNU2-37P",0.75958029107805
"RUVBL1-AS1",0.75958029107805
"RNU6-823P",0.75958029107805
"EEFSEC",0.75958029107805
"AL449214.1",0.75958029107805
"DNAJB8",0.75958029107805
"DNAJB8-AS1",0.75958029107805
"GATA2",0.75958029107805
"GATA2-AS1",0.759702222616143
"TMED10P2",0.759702222616143
"RP11-475N22.7",0.759702222616143
"LINC01565",0.759702222616143
"RPN1",0.759702222616143
"Metazoa_SRP",0.759702222616143
"POU5F1P6",0.759702222616143
"RAB7A",0.759717290240474
"ENSG10010135154.1",0.759717290240474
"MARK2P8",0.759717290240474
"FTH1P4",0.759717290240474
"RN7SL698P",0.759717290240474
"MARK2P17",0.759863831503937
"MARK3P3",0.76011191248826
"MARK2P6",0.760364978551543
"RP11-723O4.9",0.760364978551543
"RP11-723O4.2",0.760364978551543
"RP11-723O4.3",0.760364978551543
"RP11-723O4.10",0.760364978551543
"ACAD9",0.760396759135456
"CFAP92",0.760396759135456
"RP11-723O4.7",0.760396759135456
"EFCC1",0.760441293006809
"RP11-434H6.2",0.760441293006809
"GP9",0.760441293006809
"RAB43",0.760441293006809
"ISY1-RAB43",0.760441293006809
"RP11-434H6.6",0.760441293006809
"ISY1",0.76051722026817
"RP11-434H6.7",0.761246239404295
"CNBP",0.761259809001506
"COPG1",0.761383846524184
"MIR6826",0.761891929117284
"RP13-685P2.9",0.761891929117284
"HMCES",0.761891929117284
"H1-10",0.761925438066632
"H1-10-AS1",0.76200400373165
"NUP210P3",0.762025448709796
"RP13-685P2.8",0.762054521746244
"RP13-685P2.7",0.762152339868763
"RP11-529F4.1",0.762181551836877
"SNORA7B",0.762181551836877
"EFCAB12",0.762181551836877
"MBD4",0.762181551836877
"IFT122",0.762181551836877
"RHO",0.762181551836877
"H1-8",0.762507537874005
"PLXND1",0.762776500962321
"RN7SL752P",0.762776500962321
"RP11-263I1.1",0.762776500962321
"TMCC1",0.762776500962321
"RNY3P13",0.762776500962321
"U6",0.762776500962321
"RP11-332M2.1",0.762776500962321
"TMCC1-DT",0.762776500962321
"RP11-93K22.6",0.762776500962321
"TRH",0.762846766848543
"RP11-93K22.1",0.762962934432734
"RP11-93K22.15",0.762996649248213
"RP11-93K22.7",0.763085279831825
"OR7E129P",0.763085279831825
"OR7E21P",0.763127083353892
"RP11-77P16.3",0.763127083353892
"ALG1L2",0.763127083353892
"LINC02014",0.763127083353892
"FAM86HP",0.763127083353892
"LINC02021",0.763127083353892
"ENPP7P3",0.763127083353892
"RP11-77P16.5",0.763179774248428
"SNRPCP8",0.763179774248428
"COL6A4P2",0.763179774248428
"RP11-77P16.1",0.763454304701523
"COL6A5",0.76351214017798
"COL6A6",0.763706065532278
"PIK3R4",0.7639565678927
"RN7SKP212",0.7639565678927
"RP11-119P22.2",0.7639565678927
"GSTO3P",0.764029595317808
"ATP2C1",0.764228067590647
"RP11-39E3.6",0.764414343998128
"RP11-39E3.3",0.764414343998128
"Y_RNA",0.764414343998128
"RP11-39E3.4",0.764414343998128
"RP11-39E3.5",0.764414343998128
"ASTE1",0.764482236808761
"NEK11",0.764645341477426
"RP11-265F19.1",0.764645341477426
"RNU6-726P",0.764645341477426
"RP11-933H2.4",0.764645341477426
"NUDT16L2P",0.764725539140628
"NUDT16",0.764725539140628
"RP11-517B11.7",0.764725539140628
"SNORA58",0.764725539140628
"RP11-517B11.4",0.764725539140628
"BCL2L12P1",0.764725539140628
"CPNE4",0.764725539140628
"RP11-517B11.6",0.764725539140628
"MIR5704",0.76485147769688
"PSMC2P1",0.764892569104974
"ACP3",0.764892569104974
"RP11-65E22.2",0.764892569104974
"NIP7P2",0.764923518180438
"DNAJC13",0.764923518180438
"ACAD11",0.764923518180438
"NPHP3-ACAD11",0.765052620073701
"ACKR4",0.765052620073701
"HSPA8P19",0.765093710429526
"UBA5",0.765093710429526
"NPHP3",0.765093710429526
"NPHP3-AS1",0.765093710429526
"RP11-469L4.1",0.765093710429526
"TMEM108",0.765093710429526
"TMEM108-AS1",0.765093710429526
"BFSP2",0.765093710429526
"RP11-503I22.2",0.765093710429526
"BFSP2-AS1",0.765093710429526
"RP11-91K8.4",0.765093710429526
"RP11-91K8.5",0.765093710429526
"RP11-91K8.2",0.765093710429526
"ENSG10010135872.1",0.765101583996728
"CDV3",0.765101583996728
"TOPBP1",0.765176591261342
"INHCAP",0.7652643475974
"RNU6-678P",0.765555028772095
"RNA5SP140",0.765555028772095
"TF",0.765555028772095
"RP11-404G16.2",0.765935461656949
"SRPRB",0.76614307037841
"RP11-404G16.8",0.766560560518609
"RAB6B",0.766800601397091
"C3orf36",0.766800601397091
"SLCO2A1",0.766800601397091
"LINC02000",0.766800601397091
"RYK",0.766800601397091
"HMGB3P14",0.766800601397091
"LINC02004",0.766800601397091
"RP11-375I20.6",0.766887866976102
"AMOTL2",0.76692350848331
"HMGN1P9",0.76692350848331
"HMGB3P13",0.76692350848331
"ANAPC13",0.76692350848331
"CEP63",0.76692350848331
"RP11-22E12.2",0.76692350848331
"RP11-445J14.1",0.76692350848331
"KY",0.76692350848331
"RP11-22E12.1",0.76692350848331
"RNU6-1174P",0.76692350848331
"RNA5SP141",0.76692350848331
"EPHB1",0.767050279177458
"RP11-657O9.1",0.767050279177458
"RP11-237P21.1",0.767070996902877
"NDUFS6P1",0.767192657230184
"PPP2R3A",0.767192657230184
"RP11-305O4.2",0.767320584914805
"RP11-305O4.3",0.767484014227503
"MSL2",0.767582977956102
"TDGF1P6",0.767750803088212
"RP11-463H24.1",0.767947543512289
"PCCB",0.768000893432956
"STAG1",0.768000893432956
"RNU6-1284P",0.768150413242113
"HMGN1P10",0.768150413242113
"RNU6-789P",0.768150413242113
"RP11-102M11.1",0.768150413242113
"STAG1-DT",0.768150413242113
"RP11-731C17.3",0.768150413242113
"RP11-731C17.1",0.768150413242113
"SLC35G2",0.768261784419145
"NCK1-DT",0.768503772895838
"RP11-731C17.2",0.768511470187438
"NCK1",0.768511470187438
"RAD51AP1P1",0.768511470187438
"IL20RB",0.768511470187438
"IL20RB-AS1",0.768511470187438
"RNA5SP142",0.768511470187438
"RP11-575C1.1",0.768511470187438
"NPM1P17",0.768511470187438
"SOX14",0.768511470187438
"LINC01210",0.768511470187438
"RP11-2A4.4",0.768511470187438
"HSPA8P9",0.768511470187438
"CLDN18",0.768511470187438
"RP11-461M2.2",0.768511470187438
"DZIP1L",0.768511470187438
"KRT8P36",0.768511470187438
"A4GNT",0.768511470187438
"RP11-468F18.5",0.768511470187438
"DBR1",0.768511470187438
"ARMC8",0.768806808899279
"NME9",0.768867709257404
"MRAS",0.768867709257404
"ESYT3",0.768867709257404
"RP11-80P20.3",0.768883462982501
"CEP70",0.769123107726179
"FAIM",0.769125110716638
"PPIAP72",0.769125110716638
"PIK3CB",0.769125110716638
"GAPDHP39",0.769125110716638
"EEF1A1P25",0.769375761877785
"ATP5MC1P3",0.769375761877785
"LINC01391",0.769375761877785
"FOXL2",0.769375761877785
"FOXL2NB",0.769423909381291
"PRR23A",0.769440666727856
"PRR23B",0.769455178348402
"PRR23C",0.769465007547381
"BPESC1",0.769465007547381
"PISRT1",0.769465007547381
"ENSG10010138993.1",0.769698163736399
"RP11-219D15.4",0.769892379314294
"RP11-219D15.3",0.769964350216353
"COPB2",0.770094355920558
"U6",0.770094355920558
"RP11-319G6.1",0.770094355920558
"RBP2",0.770094355920558
"RP11-319G6.3",0.77022628546185
"ACTG1P1",0.77022628546185
"RBP1",0.770372588634519
"NMNAT3",0.770476430762613
"RP11-553K23.2",0.770476430762613
"RN7SKP124",0.770476430762613
"RN7SL724P",0.770476430762613
"RP11-442N1.2",0.770476430762613
"RP11-442N1.1",0.770476430762613
"RP11-166D18.1",0.770476430762613
"TRMT112P5",0.770476430762613
"CLSTN2",0.770613665532334
"RP11-68L1.2",0.770677963928248
"RP11-68L1.1",0.770677963928248
"CLSTN2-AS1",0.771338117814475
"RP11-13L2.1",0.771357033359651
"TRIM42",0.771424919861779
"RP11-691G17.1",0.771461522442914
"SLC25A36",0.771499750603385
"RP11-231L11.3",0.771499750603385
"SPSB4",0.771499750603385
"RP11-231L11.1",0.771499750603385
"PXYLP1",0.771499750603385
"RP11-764I5.3",0.771544307168614
"RP11-764I5.1",0.771776151605543
"RP11-438D8.2",0.771776151605543
"RP11-789L4.1",0.772263061716259
"ZBTB38",0.772263061716259
"RP11-438D8.6",0.772325672882414
"KRT18P35",0.772325672882414
"RASA2",0.772325672882414
"RASA2-IT1",0.772325672882414
"YWHAQP6",0.772468913292566
"LINC02618",0.772468913292566
"TPT1P3",0.772468913292566
"RP11-144C9.1",0.772475606534236
"RNF7",0.772629746915088
"RP11-271K21.13",0.772629746915088
"GRK7",0.772629746915088
"RP11-271K21.14",0.772629746915088
"HMGN2P25",0.772629746915088
"ATP1B3",0.772629746915088
"RNU6-509P",0.772629746915088
"ATP1B3-AS1",0.772629746915088
"RP11-271K21.12",0.772629746915088
"TFDP2",0.772835012497609
"RP11-343B5.1",0.772872188862313
"RNU6-425P",0.772872188862313
"GK5",0.772932258509114
"XRN1",0.772967229051018
"RNU6-1294P",0.772967229051018
"RNU1-100P",0.773067669343237
"ATR",0.773067669343237
"RP11-383G6.4",0.773259172108545
"RP11-383G6.3",0.773259172108545
"RNA5SP143",0.773259172108545
"PLS1",0.773259172108545
"PLS1-AS1",0.773259172108545
"RN7SKP25",0.773259172108545
"RP11-190C21.5",0.773259172108545
"TRPC1",0.773259172108545
"RNU7-47P",0.773259172108545
"PCOLCE2",0.773259172108545
"RP11-372E1.1",0.773259172108545
"RP11-372E1.4",0.773318174782833
"PAQR9",0.773318174782833
"RP11-372E1.7",0.773318174782833
"PAQR9-AS1",0.773462117592504
"U2SURP",0.773462117592504
"RP11-91G21.1",0.773462117592504
"RP11-80H8.3",0.773462117592504
"CHST2",0.773462117592504
"RP11-80H8.4",0.773462117592504
"PBX2P1",0.773462117592504
"SLC9A9",0.773462117592504
"RP13-635I23.3",0.77363687881409
"SLC9A9-AS1",0.77363687881409
"SLC9A9-AS2",0.77371512219442
"GAPDHP47",0.774056504484076
"ST13P15",0.774056504484076
"RP11-501M7.1",0.774056504484076
"RP11-8J23.1",0.774056504484076
"DIPK2A",0.774056504484076
"RNA5SP144",0.774056504484076
"RP11-42F12.1",0.774056504484076
"LARP7P4",0.774056504484076
"GM2AP1",0.774056504484076
"RP11-88H10.2",0.774056504484076
"RP11-88H10.3",0.774056504484076
"RP11-274H2.5",0.774056504484076
"RP11-274H2.2",0.774056504484076
"LNCSRLR",0.774056504484076
"PLOD2",0.774056504484076
"PLSCR4",0.774056504484076
"RP11-758I14.2",0.774056504484076
"RP11-758I14.3",0.774056504484076
"PLSCR2",0.774079736852955
"RP11-329N15.3",0.774079736852955
"PLSCR1",0.77420419061325
"RNU6-428P",0.774331414436518
"PLSCR5",0.774525017152895
"PLSCR5-AS1",0.774678286095872
"RP11-649A16.1",0.774678286095872
"LINC02010",0.77509006276804
"RNU6-505P",0.775195569794756
"ZIC4",0.775197400814473
"ZIC4-AS1",0.775197400814473
"ZIC1",0.775197400814473
"NPM1P28",0.775197400814473
"RP11-78O22.1",0.775260997693088
"RP11-71N10.1",0.77528141296821
"RP11-639B1.3",0.775344479106107
"LINC02032",0.775344479106107
"RP11-639B1.2",0.775344479106107
"RP11-501O2.1",0.775344479106107
"RP11-501O2.3",0.775344479106107
"HNRNPA1P20",0.775518648482466
"LINC02045",0.775546945640623
"LINC02046",0.775648029815159
"RP11-455G2.1",0.775680120594133
"AGTR1",0.775751154190214
"CPB1",0.775871447838895
"HMGB1P30",0.775871447838895
"RP11-680B3.2",0.776055758192056
"CPA3",0.776055758192056
"RP11-680B3.5",0.776055758192056
"UBQLN4P1",0.776055758192056
"GYG1",0.776055758192056
"HLTF",0.776055758192056
"HLTF-AS1",0.776055758192056
"Y_RNA",0.776082421774759
"MED28P2",0.776082421774759
"HPS3",0.776082421774759
"CP",0.776083027409626
"RP11-206M11.5",0.776101486595743
"CPHL1P",0.776153333279016
"RP11-206M11.7",0.776193391292988
"TM4SF18",0.77628051723509
"RP11-2G17.1",0.77628051723509
"TM4SF1",0.77628051723509
"TM4SF1-AS1",0.776506980308293
"RP11-278L15.2",0.776707414139868
"RPL32P8",0.776722740104852
"RP11-278L15.3",0.776768115643451
"FKBP1AP4",0.776921041408005
"RP11-278L15.4",0.776921041408005
"TM4SF4",0.777006268065394
"RP11-278L15.6",0.777166556422269
"WWTR1",0.777166556422269
"RNU6-1098P",0.777166556422269
"WWTR1-IT1",0.777240651089916
"WWTR1-AS1",0.777535809976208
"COMMD2",0.777535809976208
"ANKUB1",0.777535809976208
"RNU6-507P",0.777535809976208
"RNF13",0.777535809976208
"RNU6-720P",0.777704332828812
"NPM1P29",0.777704332828812
"PFN2",0.777734909513082
"RP11-651P23.5",0.777753380464435
"TMEM183B",0.777753380464435
"PPIAP73",0.777753380464435
"HNRNPA1P24",0.777972922145548
"RP11-167H9.4",0.778204700381339
"RP11-63E16.1",0.778204700381339
"LINC01998",0.778204700381339
"RP11-167H9.5",0.778204700381339
"LINC01213",0.778204700381339
"U2",0.778204700381339
"LINC01214",0.778204700381339
"RP11-145F16.3",0.778204700381339
"TSC22D2",0.778240868056061
"SERP1",0.778240868056061
"EIF2A",0.778242041900482
"SELENOT",0.778242041900482
"RP11-392O18.2",0.77832234287032
"ERICH6",0.778343831766069
"ERICH6-AS1",0.778343831766069
"SNRPCP3",0.778486309654161
"RP11-103G8.5",0.778486309654161
"SIAH2",0.778486309654161
"SIAH2-AS1",0.778552707808395
"CLRN1-AS1",0.77859748063755
"MINDY4B",0.778664196392424
"RP11-166N6.3",0.778677616021247
"RP11-166N6.2",0.778948497847705
"CLRN1",0.779052988034553
"ENSG10010138628.1",0.779257621645288
"MED12L",0.779379290268705
"RNA5SP145",0.779379290268705
"GPR171",0.77942417463436
"P2RY14",0.77942417463436
"SETP11",0.77942417463436
"RP11-25K24.3",0.77942417463436
"GPR87",0.77942417463436
"P2RY13",0.7796633352315
"P2RY12",0.7796633352315
"IGSF10",0.7796633352315
"RP11-312P21.2",0.7796633352315
"MIR5186",0.7796633352315
"LINC02066",0.779705971241382
"AADACL2",0.779705971241382
"AADACL2-AS1",0.779705971241382
"RP11-64D22.1",0.779705971241382
"AADACP1",0.779705971241382
"RP11-64D22.5",0.779705971241382
"AADAC",0.779705971241382
"SUCNR1",0.779705971241382
"RP11-246A10.1",0.779705971241382
"MBNL1",0.779705971241382
"MBNL1-AS1",0.779825940644101
"TMEM14EP",0.779825940644101
"Y_RNA",0.779825940644101
"RP11-362A9.3",0.779879299035781
"RP11-788A4.1",0.77999315094196
"RP11-788A4.3",0.77999315094196
"ATP5MGP5",0.780095601375814
"P2RY1",0.780143748340678
"HMGN2P13",0.780143748340678
"RP11-529G21.3",0.780143748340678
"RP11-529G21.2",0.780143748340678
"RAP2B",0.780143748340678
"RN7SL300P",0.780264633764294
"RP11-292E2.1",0.780264633764294
"RP11-292E2.2",0.780264633764294
"LINC02006",0.780264633764294
"LINC02877",0.780264633764294
"RNU6-901P",0.780264633764294
"Y_RNA",0.78043891771739
"RP11-217E22.5",0.78046139410701
"U8",0.780538940039684
"ARHGEF26-AS1",0.780586594541937
"ARHGEF26",0.780677375400626
"DHX36",0.780920915623086
"ENSG10010136497.1",0.781106361353586
"RP11-316N24.2",0.781130317912918
"GPR149",0.781249163793424
"DDX50P2",0.78143195065894
"RP11-656A15.1",0.78143195065894
"SYPL1P1",0.781483479427346
"DYNLL1P5",0.781554401667538
"RP11-439C8.1",0.781913933579772
"RP11-439C8.2",0.782064180480401
"MME",0.782425703949644
"MME-AS1",0.782425703949644
"LINC01487",0.782425703949644
"STRIT1",0.782425703949644
"RP11-451G4.3",0.782425703949644
"PABPC1P10",0.782425703949644
"PLCH1",0.782425703949644
"RP11-639F1.1",0.782425703949644
"RP11-639F1.2",0.782494334326337
"RP11-639F1.3",0.782515928073279
"RN7SL715P",0.782515928073279
"PLCH1-AS1",0.782775931326384
"PLCH1-AS2",0.782775931326384
"RP11-674E16.4",0.782775931326384
"RP11-674E16.1",0.782949975957403
"C3orf33",0.783143132657921
"RP11-674E16.5",0.783178595886053
"SLC33A1",0.783229881582815
"RP11-674E16.6",0.783321020199782
"GMPS",0.783321020199782
"RP11-704O17.1",0.78339338342575
"SETP14",0.78339338342575
"VN2R1P",0.78339338342575
"KCNAB1",0.78339338342575
"ALG1L15P",0.78339338342575
"MRE11P1",0.78339338342575
"RP11-791I24.5",0.78339338342575
"RP11-118D22.3",0.783616649273087
"KCNAB1-AS2",0.783616649273087
"KCNAB1-AS1",0.783616649273087
"RP11-305K5.1",0.783616649273087
"SSR3",0.783616649273087
"TIPARP-AS1",0.783616649273087
"TIPARP",0.783616649273087
"METTL15P1",0.783616649273087
"LINC00886",0.783616649273087
"PA2G4P4",0.783642921569278
"LEKR1",0.783642921569278
"KLF3P2",0.783642921569278
"RP11-6F2.3",0.783642921569278
"RN7SKP177",0.783714104904461
"LINC00880",0.783955565849582
"LINC02029",0.784056257869471
"LINC00881",0.784056257869471
"CCNL1",0.784329620415871
"Y_RNA",0.784362979400433
"KRT18P34",0.784364618013985
"RP11-555M1.3",0.784364618013985
"RNA5SP146",0.784364618013985
"RP11-550I24.2",0.784364618013985
"RP11-550I24.3",0.784364618013985
"RP11-550I24.4",0.784379175442933
"VEPH1",0.784379175442933
"PTX3",0.784698101611385
"SLC66A1L",0.784795869744667
"RP11-109B8.2",0.784795869744667
"RP11-290K4.2",0.784795869744667
"RN7SKP46",0.784795869744667
"RP11-290K4.1",0.784842783753599
"SHOX2",0.784842783753599
"RSRC1",0.784842783753599
"RP11-113A11.1",0.784865235374745
"RP11-113A11.3",0.784972459559643
"RP11-538P18.1",0.785262880674389
"RP11-538P18.2",0.785289824697948
"MLF1",0.785289824697948
"MTAPP1",0.785436584143113
"RP11-79M21.3",0.785436584143113
"GFM1",0.785564183003138
"LXN",0.785564183003138
"RP11-379F4.7",0.785661592883167
"RARRES1",0.785661592883167
"MFSD1",0.785661592883167
"RP11-379F4.4",0.785661592883167
"RPL35AP9",0.785661592883167
"RP11-379F4.8",0.785661592883167
"RP11-379F4.9",0.785661592883167
"GPR79",0.785661592883167
"RP11-170K4.2",0.785661592883167
"IQCJ-SCHIP1",0.785661592883167
"IQCJ",0.785661592883167
"MIR3919",0.785661592883167
"RP11-441M10.1",0.785661592883167
"RP11-564C24.2",0.785661592883167
"RP11-564C24.1",0.785661592883167
"IQCJ-SCHIP1-AS1",0.786017204400863
"RNU2-31P",0.786066447323459
"SCHIP1",0.786066447323459
"IL12A-AS1",0.786169066455636
"IL12A",0.786244005895057
"LINC01100",0.786365152858751
"BRD7P2",0.786365152858751
"C3orf80",0.786487392039281
"RP11-432B6.3",0.786487392039281
"IFT80",0.786878532152363
"RPL35AP10",0.787028844574748
"SMC4",0.787037931175171
